query,plan,execution_time (ms)
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select n_comment, n_name, n_nationkey from nation ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'nation', 'Alias': 'nation', 'Startup Cost': 0.0, 'Total Cost': 1.25, 'Plan Rows': 25, 'Plan Width': 105, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.008, 'Actual Rows': 25, 'Actual Loops': 1}",0.042
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select n_comment, n_regionkey, n_nationkey from nation ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'nation', 'Alias': 'nation', 'Startup Cost': 0.0, 'Total Cost': 1.25, 'Plan Rows': 25, 'Plan Width': 83, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.008, 'Actual Rows': 25, 'Actual Loops': 1}",0.041
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select n_name, n_regionkey, n_comment from nation ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'nation', 'Alias': 'nation', 'Startup Cost': 0.0, 'Total Cost': 1.25, 'Plan Rows': 25, 'Plan Width': 105, 'Actual Startup Time': 0.006, 'Actual Total Time': 0.009, 'Actual Rows': 25, 'Actual Loops': 1}",0.043
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select n_name, n_regionkey, n_nationkey from nation ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'nation', 'Alias': 'nation', 'Startup Cost': 0.0, 'Total Cost': 1.25, 'Plan Rows': 25, 'Plan Width': 34, 'Actual Startup Time': 0.004, 'Actual Total Time': 0.007, 'Actual Rows': 25, 'Actual Loops': 1}",0.042
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select n_comment, n_name, n_regionkey, n_nationkey from nation ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'nation', 'Alias': 'nation', 'Startup Cost': 0.0, 'Total Cost': 1.25, 'Plan Rows': 25, 'Plan Width': 109, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.008, 'Actual Rows': 25, 'Actual Loops': 1}",0.045
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_name from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 26, 'Actual Startup Time': 0.668, 'Actual Total Time': 0.67, 'Actual Rows': 5, 'Actual Loops': 1}",0.7
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_regionkey from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 4, 'Actual Startup Time': 0.004, 'Actual Total Time': 0.004, 'Actual Rows': 5, 'Actual Loops': 1}",0.033
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_comment from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 67, 'Actual Startup Time': 0.004, 'Actual Total Time': 0.005, 'Actual Rows': 5, 'Actual Loops': 1}",0.033
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_comment, r_regionkey from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 71, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.006, 'Actual Rows': 5, 'Actual Loops': 1}",0.044
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_name, r_comment from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 93, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.006, 'Actual Rows': 5, 'Actual Loops': 1}",0.04
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_name, r_regionkey from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 30, 'Actual Startup Time': 0.004, 'Actual Total Time': 0.004, 'Actual Rows': 5, 'Actual Loops': 1}",0.033
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select r_name, r_comment, r_regionkey from region ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'region', 'Alias': 'region', 'Startup Cost': 0.0, 'Total Cost': 1.05, 'Plan Rows': 5, 'Plan Width': 97, 'Actual Startup Time': 0.005, 'Actual Total Time': 0.006, 'Actual Rows': 5, 'Actual Loops': 1}",0.041
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 63, 'Actual Startup Time': 0.688, 'Actual Total Time': 79.273, 'Actual Rows': 40000, 'Actual Loops': 1}",80.832
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 4, 'Actual Startup Time': 0.016, 'Actual Total Time': 5.206, 'Actual Rows': 40000, 'Actual Loops': 1}",6.706
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 4, 'Actual Startup Time': 0.005, 'Actual Total Time': 5.526, 'Actual Rows': 40000, 'Actual Loops': 1}",7.006
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 16, 'Actual Startup Time': 0.005, 'Actual Total Time': 5.704, 'Actual Rows': 40000, 'Actual Loops': 1}",7.189
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 25, 'Actual Startup Time': 0.005, 'Actual Total Time': 5.244, 'Actual Rows': 40000, 'Actual Loops': 1}",6.713
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 26, 'Actual Startup Time': 0.005, 'Actual Total Time': 4.99, 'Actual Rows': 40000, 'Actual Loops': 1}",6.5
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 6, 'Actual Startup Time': 0.005, 'Actual Total Time': 6.22, 'Actual Rows': 40000, 'Actual Loops': 1}",7.744
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 10, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.083, 'Actual Rows': 40000, 'Actual Loops': 1}",7.575
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_nationkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 30, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.057, 'Actual Rows': 40000, 'Actual Loops': 1}",7.548
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 8, 'Actual Startup Time': 0.007, 'Actual Total Time': 5.997, 'Actual Rows': 40000, 'Actual Loops': 1}",7.489
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_comment, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 89, 'Actual Startup Time': 0.007, 'Actual Total Time': 6.786, 'Actual Rows': 40000, 'Actual Loops': 1}",8.336
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 41, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.006, 'Actual Rows': 40000, 'Actual Loops': 1}",7.523
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 88, 'Actual Startup Time': 0.007, 'Actual Total Time': 7.08, 'Actual Rows': 40000, 'Actual Loops': 1}",8.691
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 69, 'Actual Startup Time': 0.007, 'Actual Total Time': 6.223, 'Actual Rows': 40000, 'Actual Loops': 1}",7.679
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_comment, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 79, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.187, 'Actual Rows': 40000, 'Actual Loops': 1}",7.675
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 30, 'Actual Startup Time': 0.006, 'Actual Total Time': 5.274, 'Actual Rows': 40000, 'Actual Loops': 1}",6.793
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_suppkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 10, 'Actual Startup Time': 0.005, 'Actual Total Time': 6.956, 'Actual Rows': 40000, 'Actual Loops': 1}",8.522
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_nationkey, s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 73, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.238, 'Actual Rows': 40000, 'Actual Loops': 1}",7.75
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_comment, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 104, 'Actual Startup Time': 0.006, 'Actual Total Time': 7.014, 'Actual Rows': 40000, 'Actual Loops': 1}",8.683
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_suppkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 36, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.303, 'Actual Rows': 40000, 'Actual Loops': 1}",7.853
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_suppkey, s_address from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 35, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.123, 'Actual Rows': 40000, 'Actual Loops': 1}",7.583
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_nationkey, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 26, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.175, 'Actual Rows': 40000, 'Actual Loops': 1}",7.709
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_comment, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 114, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.325, 'Actual Rows': 40000, 'Actual Loops': 1}",7.841
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey, s_nationkey, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 24, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.125, 'Actual Rows': 40000, 'Actual Loops': 1}",7.614
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey, s_address, s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 92, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.135, 'Actual Rows': 40000, 'Actual Loops': 1}",7.627
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone, s_nationkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 46, 'Actual Startup Time': 0.006, 'Actual Total Time': 5.995, 'Actual Rows': 40000, 'Actual Loops': 1}",7.635
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_nationkey, s_address, s_comment from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 92, 'Actual Startup Time': 0.008, 'Actual Total Time': 6.404, 'Actual Rows': 40000, 'Actual Loops': 1}",8.037
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone, s_suppkey, s_nationkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 50, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.033, 'Actual Rows': 40000, 'Actual Loops': 1}",7.515
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_address, s_comment, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 110, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.443, 'Actual Rows': 40000, 'Actual Loops': 1}",7.951
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone, s_nationkey, s_address, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 71, 'Actual Startup Time': 0.006, 'Actual Total Time': 7.291, 'Actual Rows': 40000, 'Actual Loops': 1}",9.093
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_suppkey, s_phone, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 52, 'Actual Startup Time': 0.005, 'Actual Total Time': 6.284, 'Actual Rows': 40000, 'Actual Loops': 1}",7.929
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_nationkey, s_address, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 61, 'Actual Startup Time': 0.007, 'Actual Total Time': 7.072, 'Actual Rows': 40000, 'Actual Loops': 1}",8.615
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone, s_address, s_comment, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 130, 'Actual Startup Time': 0.005, 'Actual Total Time': 6.184, 'Actual Rows': 40000, 'Actual Loops': 1}",7.643
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_nationkey, s_address, s_comment, s_phone from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 108, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.191, 'Actual Rows': 40000, 'Actual Loops': 1}",7.681
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_nationkey, s_comment, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 99, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.502, 'Actual Rows': 40000, 'Actual Loops': 1}",8.218
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_suppkey, s_nationkey, s_address, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 59, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.292, 'Actual Rows': 40000, 'Actual Loops': 1}",7.959
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_acctbal, s_phone, s_nationkey, s_name from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 52, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.097, 'Actual Rows': 40000, 'Actual Loops': 1}",7.563
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_phone, s_name, s_acctbal, s_comment, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 115, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.229, 'Actual Rows': 40000, 'Actual Loops': 1}",7.705
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_phone, s_name, s_suppkey, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 75, 'Actual Startup Time': 0.007, 'Actual Total Time': 6.62, 'Actual Rows': 40000, 'Actual Loops': 1}",8.165
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_phone, s_name, s_comment, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 134, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.691, 'Actual Rows': 40000, 'Actual Loops': 1}",8.284
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_acctbal, s_comment, s_suppkey, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 102, 'Actual Startup Time': 0.005, 'Actual Total Time': 7.165, 'Actual Rows': 40000, 'Actual Loops': 1}",8.679
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select s_address, s_phone, s_acctbal, s_suppkey, s_nationkey from supplier ;","{'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Relation Name': 'supplier', 'Alias': 'supplier', 'Startup Cost': 0.0, 'Total Cost': 1286.0, 'Plan Rows': 40000, 'Plan Width': 55, 'Actual Startup Time': 0.006, 'Actual Total Time': 6.115, 'Actual Rows': 40000, 'Actual Loops': 1}",7.6
