query,plan,execution_time (ms)
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_address, c_nationkey, c_acctbal, c_comment, c_phone from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 125}}",184.469
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_name, s_phone, s_nationkey from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 46}}",20.991
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_suppkey, s_nationkey, s_comment, s_phone, s_acctbal from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 93}}",21.679
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_comment, ps_availqty, ps_partkey, ps_suppkey from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 144}}",1158.981
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_discount, l_extendedprice, l_returnflag from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 14}}",13884.411
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_mfgr, p_comment from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 40}}",233.211
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_shipdate from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 4}}",14755.082
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_name, p_size, p_mfgr, p_partkey, p_comment from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 81}}",236.549
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_comment, ps_availqty from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 136}}",871.994
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_comment, ps_partkey, ps_suppkey from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 140}}",868.871
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_mktsegment, c_address, c_nationkey, c_name, c_acctbal, c_comment, c_phone from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 155}}",277.617
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_commitdate, l_suppkey, l_partkey, l_returnflag, l_shipmode, l_quantity, l_receiptdate, l_linenumber, l_tax, l_orderkey, l_comment, l_shipdate from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 79}}",13785.135
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_totalprice, o_orderstatus, o_orderdate, o_comment, o_orderpriority, o_shippriority from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 83}}",2423.646
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_mktsegment, c_name, c_acctbal, c_comment, c_phone, c_custkey from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 129}}",178.653
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_availqty, ps_suppkey from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 14}}",1179.61
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_suppkey, l_shipmode, l_linenumber, l_comment, l_shipdate from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 52}}",13603.843
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_size, p_mfgr, p_container, p_brand, p_type, p_retailprice from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 79}}",238.699
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_commitdate, l_returnflag, l_discount, l_shipmode, l_quantity, l_linenumber, l_comment from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 59}}",14217.981
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_retailprice, p_partkey, p_mfgr, p_container from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 47}}",229.936
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_orderstatus, o_comment, o_orderpriority from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 95}}",2418.782
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_orderstatus, o_custkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 6}}",1747.977
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_comment, o_clerk, o_totalprice from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 73}}",1671.143
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_suppkey, l_returnflag, l_partkey, l_shipmode, l_receiptdate, l_shipdate from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 29}}",14092.406
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_comment from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 73}}",184.245
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_suppkey, s_phone, s_comment from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 83}}",21.446
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_comment, ps_partkey, ps_availqty from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 140}}",1103.492
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_suppkey, l_extendedprice, l_returnflag, l_discount, l_shipinstruct, l_receiptdate, l_tax, l_orderkey from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 58}}",13851.3
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_type, p_retailprice from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 27}}",229.037
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_name, c_mktsegment, c_custkey from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 34}}",171.905
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_custkey, o_totalprice, o_orderstatus, o_comment, o_shippriority from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 67}}",2406.659
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_name from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 33}}",205.965
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_supplycost, ps_partkey from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 10}}",1074.889
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_orderdate, o_comment, o_orderpriority, o_shippriority, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 105}}",2836.672
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_discount, l_comment, l_shipinstruct from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 59}}",13684.432
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_orderstatus, o_orderdate, o_orderpriority, o_shippriority, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 58}}",2915.179
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_name, s_suppkey from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 30}}",19.911
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select n_nationkey from nation ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""nation"", ""Alias"": ""nation"", ""Startup Cost"": 0.0, ""Total Cost"": 1.25, ""Plan Rows"": 25, ""Plan Width"": 4}}",0.059
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_nationkey, s_address, s_name, s_comment, s_acctbal from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 124}}",21.434
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_commitdate, l_linestatus, l_shipinstruct from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 32}}",14175.992
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_acctbal from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 6}}",173.151
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_size, p_mfgr, p_retailprice, p_container, p_type from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 68}}",233.318
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select r_regionkey, r_comment from region ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""region"", ""Alias"": ""region"", ""Startup Cost"": 0.0, ""Total Cost"": 1.05, ""Plan Rows"": 5, ""Plan Width"": 71}}",0.059
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_comment, o_orderpriority, o_shippriority, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 101}}",1988.433
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_nationkey, s_address, s_name, s_comment, s_phone, s_acctbal from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 140}}",21.618
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_commitdate, l_suppkey, l_extendedprice, l_partkey, l_returnflag, l_discount, l_shipinstruct, l_receiptdate, l_tax, l_orderkey from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 64}}",14643.97
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_orderstatus, o_orderdate, o_clerk, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 26}}",1993.506
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select c_address, c_nationkey, c_name, c_acctbal, c_comment, c_phone, c_custkey from customer ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10169.0, ""Plan Rows"": 300000, ""Plan Width"": 148}}",185.226
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_commitdate, l_extendedprice, l_partkey, l_returnflag, l_discount, l_shipinstruct, l_shipmode, l_quantity, l_receiptdate, l_linenumber, l_tax, l_orderkey, l_comment, l_shipdate from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 113}}",14284.807
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_orderstatus, o_orderdate, o_comment, o_orderpriority, o_shippriority from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 103}}",2377.327
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_discount, l_extendedprice, l_orderkey from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 16}}",14360.658
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_linestatus, l_commitdate, l_suppkey, l_partkey, l_discount, l_shipinstruct, l_linenumber, l_receiptdate, l_orderkey from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 56}}",14303.224
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_type from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 21}}",229.842
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select ps_partkey, ps_availqty, ps_suppkey from partsupp ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 50883.67, ""Plan Rows"": 1599967, ""Plan Width"": 12}}",1047.811
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_clerk, o_custkey, o_totalprice, o_orderstatus, o_orderdate, o_comment, o_orderpriority, o_shippriority, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 107}}",2408.296
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select s_address, s_name, s_comment, s_phone, s_acctbal from supplier ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1286.0, ""Plan Rows"": 40000, ""Plan Width"": 136}}",65.246
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select p_name, p_mfgr, p_brand, p_container, p_type, p_retailprice, p_partkey, p_comment from part ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 12193.0, ""Plan Rows"": 400000, ""Plan Width"": 126}}",237.726
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select l_orderkey from lineitem ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 344902.07, ""Plan Rows"": 11998207, ""Plan Width"": 4}}",13978.569
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select o_comment, o_orderpriority, o_orderkey from orders ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 82188.46, ""Plan Rows"": 3000246, ""Plan Width"": 69}}",2933.374
